Atributo 1 - cat,Atributo 2 - dog,class
0.0003238031914893617,0.0003238031914893617,cat
0.0038604557444314185,0.0038604557444314185,cat
0.00036360638921453694,0.00036360638921453694,dog
0.019803267878077374,0.019803267878077374,dog
0.0033924384525205156,0.0033924384525205156,dog
0.013986481535756155,0.013986481535756155,cat
0.002022274325908558,0.002022274325908558,dog
0.021480253516998827,0.021480253516998827,dog
0.0020104274276859504,0.0020104274276859504,dog
0.007679696658851114,0.007679696658851114,cat
0.0006869138335287221,0.0006869138335287221,dog
5.861664712778429e-05,5.861664712778429e-05,cat
0.002552327283372365,0.002552327283372365,dog
0.0009203015222482436,0.0009203015222482436,cat
0.004852781791907515,0.004852781791907515,dog
0.00878974941383353,0.00878974941383353,dog
0.0018149882903981266,0.0018149882903981266,cat
0.006511027256740914,0.006511027256740914,cat
0.03474908088235294,0.03474908088235294,dog
0.000927227508650519,0.000927227508650519,dog
6.411195779601407e-06,6.411195779601407e-06,cat
0.022887968933177023,0.022887968933177023,cat
0.0014395680147058824,0.0014395680147058824,dog
0.0017105263157894738,0.0017105263157894738,cat
9.158851113716295e-06,9.158851113716295e-06,cat
0.005321292497069168,0.005321292497069168,dog
0.004989742086752637,0.004989742086752637,dog
0.0066497731264637,0.0066497731264637,dog
0.010895528982092366,0.010895528982092366,cat
0.01711296997755331,0.01711296997755331,dog
0.0027604777256740915,0.0027604777256740915,dog
0.003802754982415006,0.003802754982415006,dog
0.00019966295427901524,0.00019966295427901524,cat
8.792497069167643e-05,8.792497069167643e-05,dog
0.06621116647127784,0.06621116647127784,dog
0.022365914419695192,0.022365914419695192,cat
0.0028413263807285545,0.0028413263807285545,dog
0.01600783997655334,0.01600783997655334,cat
0.0007629322977725674,0.0007629322977725674,dog
0.014186914519906323,0.014186914519906323,cat
0.0006172612028301887,0.0006172612028301887,cat
0.011671401515151515,0.011671401515151515,dog
0.10766870603751466,0.10766870603751466,dog
0.009955671160609613,0.009955671160609613,cat
0.0019343493552168817,0.0019343493552168817,dog
0.25690654342723007,0.25690654342723007,dog
0.0023254537470725994,0.0023254537470725994,cat
0.005064158016147635,0.005064158016147635,cat
0.002504406580493537,0.002504406580493537,cat
4.4541049030786774e-06,4.4541049030786774e-06,dog
0.02596809056271981,0.02596809056271981,cat
0.0011759299307958478,0.0011759299307958478,cat
0.0002845067330210773,0.0002845067330210773,cat
0.0021266852286049237,0.0021266852286049237,dog
0.0007419590643274853,0.0007419590643274853,cat
0.03521211899179367,0.03521211899179367,dog
0.004735833802024747,0.004735833802024747,cat
0.0,0.0,dog
0.00378125,0.00378125,dog
0.0019991480038948394,0.0019991480038948394,cat
0.015148227829638273,0.015148227829638273,cat
8.426143024618992e-05,8.426143024618992e-05,cat
0.00426619284876905,0.00426619284876905,cat
0.0036531949352179034,0.0036531949352179034,cat
0.01649609375,0.01649609375,cat
0.037311548594847775,0.037311548594847775,dog
0.000238800048828125,0.000238800048828125,cat
0.0038064185228604925,0.0038064185228604925,cat
0.013009232121922626,0.013009232121922626,cat
2.014947245017585e-05,2.014947245017585e-05,dog
0.14311529161781947,0.14311529161781947,dog
0.0006631256517205422,0.0006631256517205422,dog
0.000112152099609375,0.000112152099609375,cat
0.019232584635416668,0.019232584635416668,dog
0.010664335664335665,0.010664335664335665,dog
0.001668742672919109,0.001668742672919109,cat
0.0031103113983548766,0.0031103113983548766,cat
0.04462100674091442,0.04462100674091442,dog
0.0047030700468933175,0.0047030700468933175,dog
0.0030315797186400936,0.0030315797186400936,dog
0.0028594970703125,0.0028594970703125,dog
0.0,0.0,dog
0.001297809202813599,0.001297809202813599,cat
0.007578949296600235,0.007578949296600235,cat
0.0003013262016412661,0.0003013262016412661,cat
2.289712778429074e-05,2.289712778429074e-05,dog
2.1981242672919108e-05,2.1981242672919108e-05,dog
0.02202154161781946,0.02202154161781946,cat
0.007165885111371629,0.007165885111371629,dog
0.00019691529894490036,0.00019691529894490036,cat
0.0028612250879249705,0.0028612250879249705,dog
0.0005302974794841735,0.0005302974794841735,dog
0.058040441176470586,0.058040441176470586,dog
0.0017584994138335288,0.0017584994138335288,cat
0.0013060521688159437,0.0013060521688159437,cat
0.005020882180539274,0.005020882180539274,dog
0.0022010392271662764,0.0022010392271662764,dog
0.008411488862837047,0.008411488862837047,dog
0.003685521688159437,0.003685521688159437,dog
0.0003681858147713951,0.0003681858147713951,cat
0.004662771101992966,0.004662771101992966,dog
0.012137309495896835,0.012137309495896835,dog
0.008471938775510205,0.008471938775510205,cat
5.1289566236811254e-05,5.1289566236811254e-05,cat
0.001603860294117647,0.001603860294117647,dog
0.020958533653846152,0.020958533653846152,cat
0.0008151377491207503,0.0008151377491207503,dog
0.004094701405152225,0.004094701405152225,dog
0.030173834994138334,0.030173834994138334,cat
0.0034977652403282533,0.0034977652403282533,cat
0.001092650937866354,0.001092650937866354,dog
0.015530663833528722,0.015530663833528722,cat
0.02972491968457944,0.02972491968457944,dog
0.0005119797772567409,0.0005119797772567409,cat
0.06045722336065574,0.06045722336065574,cat
0.02176417790152403,0.02176417790152403,dog
0.026593640093786636,0.026593640093786636,cat
0.0002875879249706917,0.0002875879249706917,cat
0.024372244962216624,0.024372244962216624,dog
0.006539080796252927,0.006539080796252927,cat
7.327080890973036e-06,7.327080890973036e-06,dog
0.02650594839142091,0.02650594839142091,dog
0.006898484201537148,0.006898484201537148,dog
0.02879016804245283,0.02879016804245283,cat
0.058144050410316526,0.058144050410316526,cat
0.0011924824150058616,0.0011924824150058616,dog
0.00713199736225088,0.00713199736225088,cat
0.027428185437997726,0.027428185437997726,cat
0.004252558479532164,0.004252558479532164,dog
0.03625897567409144,0.03625897567409144,cat
0.019006447831184055,0.019006447831184055,cat
0.00587158203125,0.00587158203125,cat
0.0019134452595936794,0.0019134452595936794,dog
0.00225948856975381,0.00225948856975381,cat
0.001374743552168816,0.001374743552168816,dog
0.0037973872950819673,0.0037973872950819673,cat
0.051051436107854634,0.051051436107854634,cat
0.0008279601406799531,0.0008279601406799531,dog
0.004804870892018779,0.004804870892018779,dog
0.00037184935521688157,0.00037184935521688157,dog
0.011625700176886793,0.011625700176886793,dog
0.00010006609870740305,0.00010006609870740305,dog
0.002823673798358734,0.002823673798358734,cat
0.034401560668229775,0.034401560668229775,cat
0.0035928254437869824,0.0035928254437869824,cat
0.003972193728018757,0.003972193728018757,dog
0.0,0.0,cat
0.0018013227103960397,0.0018013227103960397,cat
9.158851113716295e-06,9.158851113716295e-06,dog
0.0001144856389214537,0.0001144856389214537,cat
0.052232927901524034,0.052232927901524034,cat
0.08586422919109027,0.08586422919109027,cat
0.0007180539273153576,0.0007180539273153576,cat
0.022909007352941175,0.022909007352941175,cat
0.004336340206185567,0.004336340206185567,dog
0.007934312719812427,0.007934312719812427,cat
0.04502274061032864,0.04502274061032864,dog
0.0003654381594372802,0.0003654381594372802,dog
0.005554843200468933,0.005554843200468933,dog
0.021913467174677608,0.021913467174677608,cat
0.01677809935521688,0.01677809935521688,cat
0.007121922626025791,0.007121922626025791,cat
0.038640276963657676,0.038640276963657676,cat
0.0027850877192982454,0.0027850877192982454,dog
0.022449502341920374,0.022449502341920374,dog
1.831770222743259e-05,1.831770222743259e-05,dog
0.005130912162162162,0.005130912162162162,cat
0.0019068728018757327,0.0019068728018757327,cat
0.0002784290738569754,0.0002784290738569754,dog
0.034733111078546305,0.034733111078546305,cat
0.000345693955399061,0.000345693955399061,cat
0.019947977725674092,0.019947977725674092,cat
0.02624465654481132,0.02624465654481132,dog
0.005020882180539274,0.005020882180539274,cat
1.0074736225087925e-05,1.0074736225087925e-05,dog
0.05524527403282532,0.05524527403282532,dog
0.020801693925233646,0.020801693925233646,cat
0.006014617526377491,0.006014617526377491,cat
0.027697281652989448,0.027697281652989448,cat
0.0005647997835497836,0.0005647997835497836,dog
0.011804843200468934,0.011804843200468934,dog
0.0069580078125,0.0069580078125,cat
0.0006673177083333333,0.0006673177083333333,dog
0.00861023593200469,0.00861023593200469,cat
0.003486774618991794,0.003486774618991794,cat
0.0037789419695193434,0.0037789419695193434,dog
0.0007605919471153846,0.0007605919471153846,dog
0.0619179493159204,0.0619179493159204,cat
0.0005721182193396227,0.0005721182193396227,cat
0.020992538103302285,0.020992538103302285,cat
0.004431052168815943,0.004431052168815943,dog
0.0015301254089422028,0.0015301254089422028,dog
0.006886540152403283,0.006886540152403283,cat
0.0029308323563892145,0.0029308323563892145,dog
0.0031982421875,0.0031982421875,cat
0.0034840269636576787,0.0034840269636576787,cat
0.00038650351699882766,0.00038650351699882766,dog
0.0031149252637749122,0.0031149252637749122,dog
3.0637254901960783e-06,3.0637254901960783e-06,cat
8.491847826086956e-05,8.491847826086956e-05,dog
0.0026837759067357514,0.0026837759067357514,dog
0.002070221018735363,0.002070221018735363,dog
0.00048267145369284875,0.00048267145369284875,dog
0.05225216148886284,0.05225216148886284,dog
0.005596058030480656,0.005596058030480656,cat
0.0029308323563892145,0.0029308323563892145,cat
1.3738276670574444e-05,1.3738276670574444e-05,dog
0.000381903642773208,0.000381903642773208,dog
0.0023977872215709263,0.0023977872215709263,dog
0.011878114009378663,0.011878114009378663,cat
0.04456055832356389,0.04456055832356389,cat
0.0038577649297423886,0.0038577649297423886,cat
0.0013142951348182883,0.0013142951348182883,cat
0.00034254103165298945,0.00034254103165298945,dog
0.0007125586166471277,0.0007125586166471277,cat
0.0030031872801875733,0.0030031872801875733,cat
0.001624894544431946,0.001624894544431946,dog
0.00023813012895662367,0.00023813012895662367,dog
0.0006098090277777778,0.0006098090277777778,dog
0.010756858861502348,0.010756858861502348,dog
7.318501170960187e-06,7.318501170960187e-06,dog
0.00029583089097303636,0.00029583089097303636,dog
0.006091429455445545,0.006091429455445545,dog
9.148126463700234e-07,9.148126463700234e-07,cat
0.002784290738569754,0.002784290738569754,dog
0.002842907385697538,0.002842907385697538,cat
0.028532208136792452,0.028532208136792452,dog
0.015266888921453692,0.015266888921453692,dog
0.02919750146541618,0.02919750146541618,cat
0.004854191090269636,0.004854191090269636,dog
0.00017930327868852458,0.00017930327868852458,dog
0.00017127051582649472,0.00017127051582649472,dog
0.0009955671160609613,0.0009955671160609613,cat
0.02421966588511137,0.02421966588511137,cat
0.0002974379259980526,0.0002974379259980526,cat
0.0030955882352941178,0.0030955882352941178,dog
0.00876980633802817,0.00876980633802817,dog
0.003470115291262136,0.003470115291262136,dog
0.0004991573856975381,0.0004991573856975381,dog
0.0005394563305978898,0.0005394563305978898,dog
0.010517956815511164,0.010517956815511164,cat
0.002435096153846154,0.002435096153846154,cat
0.0004268024618991794,0.0004268024618991794,cat
0.0020078125,0.0020078125,cat
0.0008761160714285714,0.0008761160714285714,dog
9.114583333333334e-05,9.114583333333334e-05,cat
0.033628553634232124,0.033628553634232124,dog
1.3738276670574444e-05,1.3738276670574444e-05,dog
0.0014617526377491208,0.0014617526377491208,dog
0.000402989449003517,0.000402989449003517,dog
8.822145545796738e-06,8.822145545796738e-06,cat
0.004857783406352683,0.004857783406352683,dog
0.020385770808909732,0.020385770808909732,dog
6.594372801875733e-05,6.594372801875733e-05,dog
0.0,0.0,cat
0.0043458748534583825,0.0043458748534583825,cat
0.0031563237028301885,0.0031563237028301885,dog
0.00015704180743243243,0.00015704180743243243,cat
0.0020251909518213865,0.0020251909518213865,cat
0.002954645369284877,0.002954645369284877,cat
1.6485932004689332e-05,1.6485932004689332e-05,dog
1.3738276670574444e-05,1.3738276670574444e-05,cat
0.045470948124267295,0.045470948124267295,cat
0.006530197729052467,0.006530197729052467,dog
0.0837393757327081,0.0837393757327081,dog
0.05204333968347011,0.05204333968347011,cat
0.06530411318553092,0.06530411318553092,cat
0.0002448415071770335,0.0002448415071770335,dog
0.13416136298627002,0.13416136298627002,cat
0.004057340801886793,0.004057340801886793,cat
0.0011723329425556857,0.0011723329425556857,dog
2.9308323563892145e-05,2.9308323563892145e-05,dog
0.003770699003516999,0.003770699003516999,cat
0.013189290364583333,0.013189290364583333,dog
0.0005950218023255813,0.0005950218023255813,cat
4.848507025761124e-05,4.848507025761124e-05,dog
0.004873424677608441,0.004873424677608441,cat
0.03687261869871043,0.03687261869871043,cat
1.3738276670574444e-05,1.3738276670574444e-05,dog
0.014942609182530795,0.014942609182530795,cat
0.013454455950991833,0.013454455950991833,cat
0.0065879616060961314,0.0065879616060961314,cat
0.0045507584597432905,0.0045507584597432905,cat
6.403688524590164e-05,6.403688524590164e-05,dog
0.0014072255463059313,0.0014072255463059313,cat
6.777549824150058e-05,6.777549824150058e-05,cat
0.01902018610785463,0.01902018610785463,dog
6.122076023391812e-05,6.122076023391812e-05,cat
0.017341368698710433,0.017341368698710433,dog
0.0002601113716295428,0.0002601113716295428,cat
6.566749072929542e-05,6.566749072929542e-05,dog
0.0007436987104337631,0.0007436987104337631,dog
0.020260736196319018,0.020260736196319018,dog
0.09709939185228605,0.09709939185228605,cat
0.0,0.0,dog
0.002618838028169014,0.002618838028169014,dog
0.001802461899179367,0.001802461899179367,dog
0.0038448856975381008,0.0038448856975381008,cat
0.002146150468384075,0.002146150468384075,cat
0.006677718347010551,0.006677718347010551,dog
7.693434935521688e-05,7.693434935521688e-05,dog
0.00125,0.00125,dog
0.005945010257913248,0.005945010257913248,dog
0.010052754982415006,0.010052754982415006,cat
0.00954901817116061,0.00954901817116061,dog
0.0006475307737397421,0.0006475307737397421,dog
0.008047882473622509,0.008047882473622509,cat
0.20652476553341148,0.20652476553341148,dog
0.014418779308323564,0.014418779308323564,dog
0.002299787514654162,0.002299787514654162,dog
0.004047206662735849,0.004047206662735849,cat
0.009792832711442786,0.009792832711442786,cat
0.004820303341148887,0.004820303341148887,cat
0.0246739449003517,0.0246739449003517,dog
0.006458821805392732,0.006458821805392732,cat
0.015662551289566236,0.015662551289566236,cat
0.03011613423212192,0.03011613423212192,cat
0.11510294548651817,0.11510294548651817,dog
0.00034345691676436105,0.00034345691676436105,dog
1.3042570951585977e-06,1.3042570951585977e-06,cat
0.0011563231850117096,0.0011563231850117096,dog
9.978779304769603e-05,9.978779304769603e-05,cat
0.022269736842105262,0.022269736842105262,dog
0.007246483001172333,0.007246483001172333,cat
0.0032001025791324736,0.0032001025791324736,dog
0.027162404747948416,0.027162404747948416,cat
0.009139893149882904,0.009139893149882904,dog
0.012175776670574442,0.012175776670574442,dog
0.005166507913247362,0.005166507913247362,cat
0.000266865926558497,0.000266865926558497,dog
0.0012657532239155921,0.0012657532239155921,dog
0.0038294956140350876,0.0038294956140350876,dog
0.0002644089033018868,0.0002644089033018868,dog
0.003952960140679953,0.003952960140679953,dog
0.0037129982415005864,0.0037129982415005864,cat
0.004245127491207503,0.004245127491207503,cat
0.00650467662412993,0.00650467662412993,cat
0.010415445486518172,0.010415445486518172,dog
0.0005376245603751466,0.0005376245603751466,dog
0.002217830882352941,0.002217830882352941,cat
0.0001914199882766706,0.0001914199882766706,cat
0.0014634060022650057,0.0014634060022650057,dog
7.858727810650888e-05,7.858727810650888e-05,cat
0.00010899032825322392,0.00010899032825322392,cat
5.208333333333334e-05,5.208333333333334e-05,dog
3.663540445486518e-06,3.663540445486518e-06,cat
0.0037973872950819673,0.0037973872950819673,cat
0.01211166471277843,0.01211166471277843,cat
0.0017353995901639345,0.0017353995901639345,dog
0.0029528135990621335,0.0029528135990621335,dog
0.009435024009603842,0.009435024009603842,cat
0.020219995603751467,0.020219995603751467,cat
0.031139177901524033,0.031139177901524033,dog
0.0016403502344665886,0.0016403502344665886,cat
0.0009534364009378663,0.0009534364009378663,dog
0.021376139322916668,0.021376139322916668,dog
0.01835424484052533,0.01835424484052533,cat
0.00010416666666666667,0.00010416666666666667,cat
0.009718456916764361,0.009718456916764361,dog
0.00390625,0.00390625,dog
8.436032863849765e-05,8.436032863849765e-05,cat
0.00790866793669402,0.00790866793669402,dog
0.013026826812428078,0.013026826812428078,dog
0.0052098580210772835,0.0052098580210772835,cat
0.008793412954279016,0.008793412954279016,dog
0.018431271981242673,0.018431271981242673,dog
0.0016886251451800232,0.0016886251451800232,cat
1.831770222743259e-06,1.831770222743259e-06,dog
0.0009635111371629543,0.0009635111371629543,cat
0.0038151041666666667,0.0038151041666666667,dog
0.024722486811254395,0.024722486811254395,cat
0.003053644613583138,0.003053644613583138,dog
0.017295955882352942,0.017295955882352942,dog
0.0,0.0,cat
0.0074644636576787805,0.0074644636576787805,cat
0.004691163540445487,0.004691163540445487,dog
0.0030185076380728555,0.0030185076380728555,cat
1.831770222743259e-06,1.831770222743259e-06,dog
0.001278575615474795,0.001278575615474795,cat
0.007037450396825397,0.007037450396825397,dog
0.0022382305194805193,0.0022382305194805193,dog
0.0008609320046893317,0.0008609320046893317,dog
0.0019338235294117647,0.0019338235294117647,cat
0.01546197245017585,0.01546197245017585,cat
0.07477286049237984,0.07477286049237984,cat
0.004336193927789935,0.004336193927789935,dog
0.00022107074263764406,0.00022107074263764406,cat
0.056829755275498245,0.056829755275498245,dog
0.00027751318874560374,0.00027751318874560374,dog
0.0004895347141190198,0.0004895347141190198,dog
0.029754359613130128,0.029754359613130128,cat
0.014566236811254397,0.014566236811254397,cat
0.0062352941176470585,0.0062352941176470585,dog
